,Code,Post_Name,Roll_No
669,HCLVCH,Assistant Electrician,100670
670,LM56X9,Assistant Electrician,100671
671,N24TW4,Assistant Electrician,100672
672,1N2UNP,Assistant Electrician,100673
673,AQXMC5,Assistant Electrician,100674
674,XF47EK,Assistant Electrician,100675
675,C585KQ,Assistant Electrician,100676
676,SGTAKW,Assistant Electrician,100677
677,Y5GEGA,Assistant Electrician,100678
678,XKM4ZR,Assistant Electrician,100679
679,MNXE8F,Assistant Electrician,100680
680,2CXDH2,Assistant Electrician,100681
681,MW6NA1,Assistant Electrician,100682
682,4FKXTS,Assistant Electrician,100683
683,1WEPQW,Assistant Electrician,100684
684,L1FMXH,Assistant Electrician,100685
685,NG71WA,Assistant Electrician,100686
686,EGNY11,Assistant Electrician,100687
687,J5S82Y,Assistant Electrician,100688
688,CW1FC1,Assistant Electrician,100689
689,ZCX4B9,Assistant Electrician,100690
690,GRR6FV,Assistant Electrician,100691
691,7AQ75J,Assistant Electrician,100692
692,F2162G,Assistant Electrician,100693
693,12PFWF,Assistant Electrician,100694
694,WEFJE1,Assistant Electrician,100695
695,DYWKTB,Assistant Electrician,100696
696,2WP5AA,Assistant Electrician,100697
697,2UJ28Z,Assistant Electrician,100698
698,MVB5TM,Assistant Electrician,100699
699,RS5A2X,Assistant Electrician,100700
700,DQWWGK,Assistant Electrician,100701
701,RB645P,Assistant Electrician,100702
702,R3TEMC,Assistant Electrician,100703
703,HTHUQJ,Assistant Electrician,100704
704,VAXGBT,Assistant Electrician,100705
705,NCU89D,Assistant Electrician,100706
706,JAF1NM,Assistant Electrician,100707
707,PX6NPR,Assistant Electrician,100708
708,J3Z25C,Assistant Electrician,100709
709,VD168Y,Assistant Electrician,100710
710,KAFWXJ,Assistant Electrician,100711
711,DG3VD3,Assistant Electrician,100712
712,9WCGS1,Assistant Electrician,100713
713,ANBNS4,Assistant Electrician,100714
714,5Q9W6N,Assistant Electrician,100715
715,TELEYR,Assistant Electrician,100716
716,F6EDJ3,Assistant Electrician,100717
717,8AR6R5,Assistant Electrician,100718
718,WK5LAV,Assistant Electrician,100719
719,1V1LY7,Assistant Electrician,100720
720,BFGBGF,Assistant Electrician,100721
721,478T9F,Assistant Electrician,100722
722,BS7LTQ,Assistant Electrician,100723
723,TRYR1X,Assistant Electrician,100724
724,Z8QPUF,Assistant Electrician,100725
725,93JMRH,Assistant Electrician,100726
726,7UDM37,Assistant Electrician,100727
727,U4W9D1,Assistant Electrician,100728
728,NLDDZW,Assistant Electrician,100729
729,SQWKRJ,Assistant Electrician,100730
730,6W6C2Q,Assistant Electrician,100731
731,VP85J4,Assistant Electrician,100732
732,6URQQW,Assistant Electrician,100733
733,DFCAY4,Assistant Electrician,100734
734,VYD4KR,Assistant Electrician,100735
735,VSDC6W,Assistant Electrician,100736
736,UVS42L,Assistant Electrician,100737
737,2REFGB,Assistant Electrician,100738
738,48WW6F,Assistant Electrician,100739
739,UESW9Y,Assistant Electrician,100740
740,BPPNLX,Assistant Electrician,100741
741,2XJ9ZV,Assistant Electrician,100742
742,UMEM5X,Assistant Electrician,100743
743,ZN6R8C,Assistant Electrician,100744
744,S42PVC,Assistant Electrician,100745
745,VG2K9H,Assistant Electrician,100746
746,91PPA6,Assistant Electrician,100747
747,HLWAQH,Assistant Electrician,100748
748,J86C5Y,Assistant Electrician,100749
749,9BWGNP,Assistant Electrician,100750
750,FNBJNE,Assistant Electrician,100751
751,B5UJZN,Assistant Electrician,100752
752,3383UT,Assistant Electrician,100753
753,Z2AFF7,Assistant Electrician,100754
754,A7UQ6C,Assistant Electrician,100755
755,DYKVF3,Assistant Electrician,100756
756,7CJJVP,Assistant Electrician,100757
757,9DENAH,Assistant Electrician,100758
758,CZD5X1,Assistant Electrician,100759
759,DTCJCZ,Assistant Electrician,100760
760,SUQWDZ,Assistant Electrician,100761
761,9GSJ8E,Assistant Electrician,100762
762,64VH8L,Assistant Electrician,100763
763,GWUEY2,Assistant Electrician,100764
764,G26MD7,Assistant Electrician,100765
765,K515FD,Assistant Electrician,100766
766,YJ6ACZ,Assistant Electrician,100767
767,MCLLN9,Assistant Electrician,100768
768,AG8B4X,Assistant Electrician,100769
769,R2PS1Y,Assistant Electrician,100770
770,G64B1V,Assistant Electrician,100771
771,RMCQ4K,Assistant Electrician,100772
772,M4JP8R,Assistant Electrician,100773
773,W7AY3R,Assistant Electrician,100774
774,G371G6,Assistant Electrician,100775
775,J6ZU7K,Assistant Electrician,100776
776,BXD278,Assistant Electrician,100777
777,FQWCGF,Assistant Electrician,100778
778,Z8ADG9,Assistant Electrician,100779
779,YCMF71,Assistant Electrician,100780
780,D8RSLX,Assistant Electrician,100781
781,T2VMEB,Assistant Electrician,100782
782,RP1SRW,Assistant Electrician,100783
783,C7X1XG,Assistant Electrician,100784
784,US65CA,Assistant Electrician,100785
785,BRWLBE,Assistant Electrician,100786
786,AEV7BG,Assistant Electrician,100787
787,8G65RW,Assistant Electrician,100788
788,SXN9TG,Assistant Electrician,100789
789,THJDK4,Assistant Electrician,100790
790,15CH9G,Assistant Electrician,100791
791,N37L5K,Assistant Electrician,100792
792,9PL4UT,Assistant Electrician,100793
793,3W6RYY,Assistant Electrician,100794
794,J9WX6R,Assistant Electrician,100795
795,A8X7G7,Assistant Electrician,100796
796,8QGM5Q,Assistant Electrician,100797
797,SLNEPV,Assistant Electrician,100798
798,LC5LTQ,Assistant Electrician,100799
799,JXWGAN,Assistant Electrician,100800
800,JWS8NG,Assistant Electrician,100801
801,BJ9YQ2,Assistant Electrician,100802
802,CFZEVL,Assistant Electrician,100803
803,G6V7W1,Assistant Electrician,100804
804,JHMW4J,Assistant Electrician,100805
805,3C2RVF,Assistant Electrician,100806
806,ZTW5LL,Assistant Electrician,100807
807,2B9QK3,Assistant Electrician,100808
808,LXXJ7D,Assistant Electrician,100809
809,GNM8AL,Assistant Electrician,100810
810,NHGLQ7,Assistant Electrician,100811
811,MSA5RX,Assistant Electrician,100812
812,3C622B,Assistant Electrician,100813
813,2TFB73,Assistant Electrician,100814
814,4JW32F,Assistant Electrician,100815
815,KXRBXM,Assistant Electrician,100816
816,X95WAN,Assistant Electrician,100817
817,NRH98F,Assistant Electrician,100818
818,HWQLML,Assistant Electrician,100819
819,Y3YSAR,Assistant Electrician,100820
820,EQETZ8,Assistant Electrician,100821
821,1NYPG1,Assistant Electrician,100822
822,UFM85G,Assistant Electrician,100823
823,H155R3,Assistant Electrician,100824
824,SBYWS2,Assistant Electrician,100825
825,QJ2WJ1,Assistant Electrician,100826
826,XCVYGU,Assistant Electrician,100827
827,UKS7SY,Assistant Electrician,100828
828,R1TF9A,Assistant Electrician,100829
829,1C97LD,Assistant Electrician,100830
830,65ZJCW,Assistant Electrician,100831
831,78RS51,Assistant Electrician,100832
832,FM7BTG,Assistant Electrician,100833
833,YPNX9S,Assistant Electrician,100834
834,42XSB1,Assistant Electrician,100835
835,MD4MWV,Assistant Electrician,100836
836,MUYHLJ,Assistant Electrician,100837
837,QUPE55,Assistant Electrician,100838
838,DZPWC6,Assistant Electrician,100839
839,6ZEB9N,Assistant Electrician,100840
840,76LY2U,Assistant Electrician,100841
841,YPHV16,Assistant Electrician,100842
842,XSMLZY,Assistant Electrician,100843
843,4M3Q1V,Assistant Electrician,100844
844,VAN2NP,Assistant Electrician,100845
845,H39UDC,Assistant Electrician,100846
846,F5MQ36,Assistant Electrician,100847
847,KER97U,Assistant Electrician,100848
848,VWEELP,Assistant Electrician,100849
849,ZM2BP9,Assistant Electrician,100850
850,8HWJYA,Assistant Electrician,100851
851,5MKUQ1,Assistant Electrician,100852
852,C59873,Assistant Electrician,100853
853,1VK1FQ,Assistant Electrician,100854
854,W7LB4X,Assistant Electrician,100855
855,W9ZRZX,Assistant Electrician,100856
856,XHJV3W,Assistant Electrician,100857
857,3SAAPF,Assistant Electrician,100858
858,H7MMAG,Assistant Electrician,100859
859,JKZWZ2,Assistant Electrician,100860
860,WUN3MM,Assistant Electrician,100861
861,MMFHGR,Assistant Electrician,100862
862,91ELC8,Assistant Electrician,100863
863,CWW2YB,Assistant Electrician,100864
864,9VREDN,Assistant Electrician,100865
865,8WXS3U,Assistant Electrician,100866
866,GRK4EP,Assistant Electrician,100867
867,XTSGBH,Assistant Electrician,100868
868,DRV3AN,Assistant Electrician,100869
869,B3YYBQ,Assistant Electrician,100870
870,D51XZU,Assistant Electrician,100871
871,LS5TVC,Assistant Electrician,100872
872,31FSFE,Assistant Electrician,100873
873,HBRVXW,Assistant Electrician,100874
874,XUP2QP,Assistant Electrician,100875
875,U5EDPN,Assistant Electrician,100876
876,25KDUM,Assistant Electrician,100877
877,DU6L1R,Assistant Electrician,100878
878,NJPA32,Assistant Electrician,100879
879,YEAK6R,Assistant Electrician,100880
880,WTQ2MA,Assistant Electrician,100881
881,5G3L6H,Assistant Electrician,100882
882,2LUPWU,Assistant Electrician,100883
883,LK48LC,Assistant Electrician,100884
884,CRLDMB,Assistant Electrician,100885
885,Q47PRQ,Assistant Electrician,100886
886,R8GGN6,Assistant Electrician,100887
887,53A5FM,Assistant Electrician,100888
888,HMEBGB,Assistant Electrician,100889
889,GLSDUX,Assistant Electrician,100890
890,8JPLFB,Assistant Electrician,100891
891,1PUPK4,Assistant Electrician,100892
892,GYYTYY,Assistant Electrician,100893
893,ANDLNS,Assistant Electrician,100894
894,RMLJAF,Assistant Electrician,100895
895,EKZWQ8,Assistant Electrician,100896
896,59MVYD,Assistant Electrician,100897
897,AXCFVG,Assistant Electrician,100898
898,773QPQ,Assistant Electrician,100899
899,NLU92A,Assistant Electrician,100900
900,KAE1A3,Assistant Electrician,100901
901,JPJCRB,Assistant Electrician,100902
902,YUVKX1,Assistant Electrician,100903
903,FX3FK7,Assistant Electrician,100904
904,VEDU3Y,Assistant Electrician,100905
905,AT34LK,Assistant Electrician,100906
906,2TAANQ,Assistant Electrician,100907
907,EF5EYW,Assistant Electrician,100908
908,75ZE89,Assistant Electrician,100909
909,SAMTN8,Assistant Electrician,100910
910,ATDUVF,Assistant Electrician,100911
911,3E4B5F,Assistant Electrician,100912
912,YMGSSD,Assistant Electrician,100913
913,NZPAPC,Assistant Electrician,100914
914,WG62SK,Assistant Electrician,100915
915,TQBDNH,Assistant Electrician,100916
916,9VSQ9D,Assistant Electrician,100917
917,X9PQ4S,Assistant Electrician,100918
918,H1NPN2,Assistant Electrician,100919
919,GPLUR2,Assistant Electrician,100920
920,H4LULF,Assistant Electrician,100921
921,MHQ34Z,Assistant Electrician,100922
922,KG8435,Assistant Electrician,100923
923,778155,Assistant Electrician,100924
924,FM3BG2,Assistant Electrician,100925
925,EXK6SM,Assistant Electrician,100926
926,XTPFJG,Assistant Electrician,100927
927,3SZQMD,Assistant Electrician,100928
928,XQ44EP,Assistant Electrician,100929
929,QKR15H,Assistant Electrician,100930
930,SD1KVG,Assistant Electrician,100931
931,8BBK46,Assistant Electrician,100932
932,5DF7AL,Assistant Electrician,100933
933,SCNRWU,Assistant Electrician,100934
934,JGYKXU,Assistant Electrician,100935
935,7W853B,Assistant Electrician,100936
936,GBRQTA,Assistant Electrician,100937
937,C1QJNB,Assistant Electrician,100938
938,TSLM32,Assistant Electrician,100939
939,8G7U9R,Assistant Electrician,100940
940,Q1R88P,Assistant Electrician,100941
941,4Q5KC3,Assistant Electrician,100942
942,UC7DEU,Assistant Electrician,100943
943,XVVNMZ,Assistant Electrician,100944
944,JGQ6DW,Assistant Electrician,100945
945,5TN7TE,Assistant Electrician,100946
946,XX1NLC,Assistant Electrician,100947
947,XFLB9F,Assistant Electrician,100948
948,MKEZB2,Assistant Electrician,100949
949,K9RM8J,Assistant Electrician,100950
950,QAYNUS,Assistant Electrician,100951
951,TTLMCC,Assistant Electrician,100952
952,VVWQ9P,Assistant Electrician,100953
953,XYQU6M,Assistant Electrician,100954
954,N5RPTJ,Assistant Electrician,100955
955,PLB7BN,Assistant Electrician,100956
956,969N87,Assistant Electrician,100957
957,W1XEUD,Assistant Electrician,100958
958,T2P9BX,Assistant Electrician,100959
959,KVZE4Y,Assistant Electrician,100960
960,PMTL1V,Assistant Electrician,100961
961,R5HLEE,Assistant Electrician,100962
962,GWV9NG,Assistant Electrician,100963
963,SSTX4T,Assistant Electrician,100964
964,SHVHT9,Assistant Electrician,100965
965,PPY4E3,Assistant Electrician,100966
966,87QKW1,Assistant Electrician,100967
967,99GXGE,Assistant Electrician,100968
968,73YUUJ,Assistant Electrician,100969
969,FYWJHR,Assistant Electrician,100970
970,K9F4WM,Assistant Electrician,100971
971,9QS9CC,Assistant Electrician,100972
972,84WX2A,Assistant Electrician,100973
973,HAZQUL,Assistant Electrician,100974
974,J161LJ,Assistant Electrician,100975
975,GJ4AVQ,Assistant Electrician,100976
976,P5DZ5K,Assistant Electrician,100977
977,GM32VM,Assistant Electrician,100978
978,UGFA7R,Assistant Electrician,100979
979,1FQQWC,Assistant Electrician,100980
980,RM9SUE,Assistant Electrician,100981
981,AQSNZ6,Assistant Electrician,100982
982,3YTP9G,Assistant Electrician,100983
983,CEJ3MN,Assistant Electrician,100984
984,C6P568,Assistant Electrician,100985
985,SAAYL7,Assistant Electrician,100986
986,7A7512,Assistant Electrician,100987
987,A3PYMB,Assistant Electrician,100988
988,X4DVTN,Assistant Electrician,100989
989,9BASJK,Assistant Electrician,100990
990,KEQ35M,Assistant Electrician,100991
991,XJF6C3,Assistant Electrician,100992
992,RNLUAL,Assistant Electrician,100993
993,AFAQJV,Assistant Electrician,100994
994,CR4NRQ,Assistant Electrician,100995
995,SVXQ1C,Assistant Electrician,100996
996,W6ZD2P,Assistant Electrician,100997
997,BQDF41,Assistant Electrician,100998
998,59PPTX,Assistant Electrician,100999
999,VLUA7K,Assistant Electrician,101000
1000,4PQ1J1,Assistant Electrician,101001
1001,6QDUQS,Assistant Electrician,101002
1002,GFH18T,Assistant Electrician,101003
1003,3QKTCG,Assistant Electrician,101004
1004,T71CTM,Assistant Electrician,101005
1005,HHQ314,Assistant Electrician,101006
1006,EZRBV7,Assistant Electrician,101007
1007,7TFR5R,Assistant Electrician,101008
1008,JKYURP,Assistant Electrician,101009
1009,9KS32H,Assistant Electrician,101010
1010,U91A1E,Assistant Electrician,101011
1011,PF8ECD,Assistant Electrician,101012
1012,AYSPU8,Assistant Electrician,101013
1013,Y6HHBH,Assistant Electrician,101014
1014,ERDNG9,Assistant Electrician,101015
1015,B9BWLB,Assistant Electrician,101016
1016,6BVGRE,Assistant Electrician,101017
1017,8SSH9D,Assistant Electrician,101018
1018,KRXEHT,Assistant Electrician,101019
1019,UAT2QJ,Assistant Electrician,101020
1020,7J2XEZ,Assistant Electrician,101021
1021,9CPSVH,Assistant Electrician,101022
1022,CTDC4S,Assistant Electrician,101023
1023,NCDQ8Q,Assistant Electrician,101024
1024,H7UX43,Assistant Electrician,101025
1025,FPMDJN,Assistant Electrician,101026
1026,CK87D2,Assistant Electrician,101027
1027,9TFD2V,Assistant Electrician,101028
1028,3AUF8P,Assistant Electrician,101029
1029,KYZ2QH,Assistant Electrician,101030
1030,JLM66U,Assistant Electrician,101031
1031,8FQP63,Assistant Electrician,101032
1032,F98RV5,Assistant Electrician,101033
1033,X862RR,Assistant Electrician,101034
1034,43VSQ5,Assistant Electrician,101035
1035,XY8LQQ,Assistant Electrician,101036
1036,J32THN,Assistant Electrician,101037
1037,ERUZ9A,Assistant Electrician,101038
1038,X6RKMF,Assistant Electrician,101039
1039,ZWKSC8,Assistant Electrician,101040
1040,FWMH1P,Assistant Electrician,101041
1041,HQCX2F,Assistant Electrician,101042
1042,UGHJRE,Assistant Electrician,101043
1043,GW5JXU,Assistant Electrician,101044
1044,5N9Z6K,Assistant Electrician,101045
1045,B777J7,Assistant Electrician,101046
1046,DU65UQ,Assistant Electrician,101047
1047,VH8RAM,Assistant Electrician,101048
1048,PMPD31,Assistant Electrician,101049
1049,LJWTB4,Assistant Electrician,101050
1050,U8CRU9,Assistant Electrician,101051
1051,2BX9BY,Assistant Electrician,101052
1052,M7LR2J,Assistant Electrician,101053
1053,YLXRUM,Assistant Electrician,101054
1054,WTUGHK,Assistant Electrician,101055
1055,SEA1H7,Assistant Electrician,101056
1056,YKPTCH,Assistant Electrician,101057
1057,72D5PB,Assistant Electrician,101058
1058,A5PJ75,Assistant Electrician,101059
1059,M9GLFN,Assistant Electrician,101060
1060,UP3BPR,Assistant Electrician,101061
1061,38QYWR,Assistant Electrician,101062
1062,XL1BEN,Assistant Electrician,101063
1063,HJH5XM,Assistant Electrician,101064
1064,9JHRZK,Assistant Electrician,101065
1065,W6RARA,Assistant Electrician,101066
1066,CRHL1D,Assistant Electrician,101067
1067,3JD8XE,Assistant Electrician,101068
1068,NDKZ2J,Assistant Electrician,101069
1069,AM5NCA,Assistant Electrician,101070
1070,542F9N,Assistant Electrician,101071
1071,5KY3XK,Assistant Electrician,101072
1072,JQDDP9,Assistant Electrician,101073
1073,N973LH,Assistant Electrician,101074
1074,G4E4P2,Assistant Electrician,101075
1075,MGLGTM,Assistant Electrician,101076
1076,1TYH14,Assistant Electrician,101077
1077,5CXDAV,Assistant Electrician,101078
1078,MQXVKS,Assistant Electrician,101079
1079,ZXVBXW,Assistant Electrician,101080
1080,57RE9N,Assistant Electrician,101081
1081,GWPSKP,Assistant Electrician,101082
1082,KY7PU1,Assistant Electrician,101083
1083,6WAY7V,Assistant Electrician,101084
1084,T5H224,Assistant Electrician,101085
1085,WCB4ME,Assistant Electrician,101086
1086,K3U36A,Assistant Electrician,101087
1087,VQAFXY,Assistant Electrician,101088
1088,MBKCJ3,Assistant Electrician,101089
1089,BNHKS6,Assistant Electrician,101090
1090,WW5YTL,Assistant Electrician,101091
1091,1G478A,Assistant Electrician,101092
1092,C72BWC,Assistant Electrician,101093
1093,FQ6681,Assistant Electrician,101094
1094,ASV5GX,Assistant Electrician,101095
1095,J26PFC,Assistant Electrician,101096
1096,7J8R8S,Assistant Electrician,101097
1097,8EDGS7,Assistant Electrician,101098
1098,2C1NA9,Assistant Electrician,101099
1099,ST4ZJ7,Assistant Electrician,101100
1100,L5YVLD,Assistant Electrician,101101
1101,WZBT3J,Assistant Electrician,101102
1102,PMW4JS,Assistant Electrician,101103
1103,7KZJ8A,Assistant Electrician,101104
1104,Z34QC9,Assistant Electrician,101105
1105,U8D3L7,Assistant Electrician,101106
1106,1EY4MG,Assistant Electrician,101107
1107,T1L8AG,Assistant Electrician,101108
1108,WPRZ8E,Assistant Electrician,101109
1109,KQS1SW,Assistant Electrician,101110
1110,YC4JV1,Assistant Electrician,101111
1111,MGH4FH,Assistant Electrician,101112
1112,B1447M,Assistant Electrician,101113
1113,UY9D55,Assistant Electrician,101114
1114,6U6E8H,Assistant Electrician,101115
1115,GPXQ7K,Assistant Electrician,101116
1116,XV29GK,Assistant Electrician,101117
1117,NYTCWX,Assistant Electrician,101118
1118,QSMQZL,Assistant Electrician,101119
1119,XCP5YS,Assistant Electrician,101120
1120,TJM69V,Assistant Electrician,101121
1121,DLQHCY,Assistant Electrician,101122
1122,55TDXV,Assistant Electrician,101123
1123,XQTAUR,Assistant Electrician,101124
1124,N5J1JF,Assistant Electrician,101125
